iter	Passed	Remaining
1684	8439	1577
1685	8444	1572
1686	8448	1567
1687	8453	1562
1688	8457	1557
1689	8462	1552
1690	8466	1547
1691	8471	1542
1692	8475	1536
1693	8480	1531
1694	8484	1526
1695	8489	1521
1696	8493	1516
1697	8498	1511
1698	8502	1506
1699	8507	1501
1700	8511	1496
1701	8515	1490
1702	8519	1485
1703	8524	1480
1704	8528	1475
1705	8533	1470
1706	8538	1465
1707	8546	1461
1708	8551	1456
1709	8557	1451
1710	8563	1446
1711	8568	1441
1712	8572	1436
1713	8577	1431
1714	8582	1426
1715	8587	1421
1716	8591	1416
1717	8595	1410
1718	8599	1405
1719	8604	1400
1720	8608	1395
1721	8613	1390
1722	8617	1385
1723	8622	1380
1724	8626	1375
1725	8630	1370
1726	8635	1365
1727	8639	1359
1728	8643	1354
1729	8648	1349
1730	8653	1344
1731	8657	1339
1732	8661	1334
1733	8666	1329
1734	8670	1324
1735	8675	1319
1736	8679	1314
1737	8684	1309
1738	8688	1304
1739	8692	1298
1740	8697	1293
1741	8701	1288
1742	8705	1283
1743	8709	1278
1744	8715	1273
1745	8721	1268
1746	8727	1263
1747	8732	1258
1748	8739	1254
1749	8743	1249
1750	8748	1244
1751	8752	1238
1752	8756	1233
1753	8761	1228
1754	8766	1223
1755	8770	1218
1756	8775	1213
1757	8780	1208
1758	8784	1203
1759	8789	1198
1760	8794	1193
1761	8798	1188
1762	8802	1183
1763	8807	1178
1764	8811	1173
1765	8816	1168
1766	8820	1163
1767	8824	1158
1768	8829	1152
1769	8833	1147
1770	8838	1142
1771	8842	1137
1772	8847	1132
1773	8851	1127
1774	8856	1122
1775	8860	1117
1776	8864	1112
1777	8869	1107
1778	8873	1102
1779	8878	1097
1780	8884	1092
1781	8889	1087
1782	8894	1082
1783	8900	1077
1784	8906	1072
1785	8910	1067
1786	8915	1062
1787	8919	1057
1788	8924	1052
1789	8928	1047
1790	8933	1042
1791	8937	1037
1792	8942	1032
1793	8947	1027
1794	8951	1022
1795	8956	1017
1796	8960	1012
1797	8965	1007
1798	8970	1002
1799	8974	997
1800	8979	992
1801	8983	987
1802	8988	982
1803	8992	976
1804	8997	971
1805	9001	966
1806	9006	961
1807	9010	956
1808	9015	951
1809	9020	946
1810	9024	941
1811	9029	936
1812	9034	931
1813	9038	926
1814	9042	921
1815	9047	916
1816	9053	911
1817	9060	907
1818	9066	902
1819	9072	897
1820	9077	892
1821	9082	887
1822	9086	882
1823	9091	877
1824	9095	872
1825	9100	867
1826	9105	862
1827	9109	857
1828	9114	852
1829	9119	847
1830	9123	842
1831	9128	837
1832	9133	832
1833	9137	827
1834	9142	822
1835	9147	817
1836	9152	812
1837	9156	807
1838	9160	802
1839	9165	796
1840	9169	791
1841	9174	786
1842	9178	781
1843	9182	776
1844	9187	771
1845	9191	766
1846	9202	762
1847	9207	757
1848	9211	752
1849	9216	747
1850	9220	742
1851	9227	737
1852	9232	732
1853	9238	727
1854	9245	722
1855	9250	717
1856	9254	712
1857	9258	707
1858	9263	702
1859	9267	697
1860	9272	692
1861	9276	687
1862	9280	682
1863	9285	677
1864	9290	672
1865	9294	667
1866	9299	662
1867	9303	657
1868	9308	652
1869	9312	647
1870	9316	642
1871	9321	637
1872	9325	632
1873	9330	627
1874	9334	622
1875	9339	617
1876	9343	612
1877	9360	608
1878	9365	603
1879	9369	598
1880	9374	593
1881	9379	588
1882	9383	583
1883	9388	578
1884	9393	573
1885	9400	568
1886	9406	563
1887	9411	558
1888	9418	553
1889	9423	548
1890	9428	543
1891	9433	538
1892	9437	533
1893	9442	528
1894	9446	523
1895	9452	518
1896	9457	513
1897	9462	508
1898	9466	503
1899	9471	498
1900	9475	493
1901	9479	488
1902	9484	483
1903	9488	478
1904	9492	473
1905	9497	468
1906	9502	463
1907	9506	458
1908	9511	453
1909	9515	448
1910	9520	443
1911	9525	438
1912	9530	433
1913	9534	428
1914	9538	423
1915	9543	418
1916	9548	413
1917	9552	408
1918	9556	403
1919	9561	398
1920	9568	393
1921	9573	388
1922	9579	383
1923	9584	378
1924	9591	373
1925	9596	368
1926	9601	363
1927	9605	358
1928	9610	353
1929	9614	348
1930	9619	343
1931	9624	338
1932	9628	333
1933	9633	328
1934	9637	323
1935	9642	318
1936	9647	313
1937	9651	308
1938	9655	303
1939	9660	298
1940	9665	293
1941	9670	288
1942	9674	283
1943	9679	278
1944	9683	273
1945	9688	268
1946	9692	263
1947	9697	258
1948	9701	253
1949	9706	248
1950	9711	243
1951	9715	238
1952	9720	233
1953	9725	228
1954	9729	223
1955	9734	218
1956	9741	214
1957	9747	209
1958	9752	204
1959	9758	199
1960	9763	194
1961	9768	189
1962	9773	184
1963	9777	179
1964	9782	174
1965	9787	169
1966	9791	164
1967	9796	159
1968	9800	154
1969	9805	149
1970	9809	144
1971	9814	139
1972	9818	134
1973	9823	129
1974	9828	124
1975	9832	119
1976	9837	114
1977	9842	109
1978	9847	104
1979	9851	99
1980	9855	94
1981	9860	89
1982	9865	84
1983	9869	79
1984	9874	74
1985	9878	69
1986	9883	64
1987	9887	59
1988	9892	54
1989	9897	49
1990	9901	44
1991	9907	39
1992	9913	34
1993	9918	29
1994	9925	24
1995	9930	19
1996	9934	14
1997	9939	9
1998	9944	4
1999	9953	0
