iter	MAE
1665	3390739.839
1666	3390635.982
1667	3390628.262
1668	3390348.464
1669	3389408.723
1670	3389399.415
1671	3389387.626
1672	3389312.86
1673	3388769.156
1674	3388415.696
1675	3385600.44
1676	3385320.856
1677	3385184.253
1678	3384912.556
1679	3384272.017
1680	3384146.501
1681	3383387.211
1682	3383203.696
1683	3383179.435
1684	3382820.163
1685	3382702.307
1686	3382409.427
1687	3382398.835
1688	3382132.774
1689	3381862.15
1690	3381741.152
1691	3381506.481
1692	3381495.824
1693	3381487.845
1694	3381393.964
1695	3381104.222
1696	3380826.111
1697	3380445.51
1698	3379769.665
1699	3379022.178
1700	3379020.491
1701	3378967.675
1702	3378950.183
1703	3378649.79
1704	3378397.371
1705	3377953.594
1706	3377212.934
1707	3376632.169
1708	3376531.031
1709	3376529.433
1710	3376426.2
1711	3375531.512
1712	3375518.695
1713	3375437.088
1714	3375404.643
1715	3373285.686
1716	3373284.281
1717	3373276.84
1718	3372900.679
1719	3372897.603
1720	3372870.599
1721	3372841.222
1722	3372833.396
1723	3372557.524
1724	3372550.118
1725	3372131.481
1726	3372101.142
1727	3372043.385
1728	3372032.399
1729	3371715.003
1730	3371626.85
1731	3371621.098
1732	3371618.633
1733	3371524.198
1734	3370938.87
1735	3370938.265
1736	3370927.079
1737	3370912.299
1738	3370664.182
1739	3370655.305
1740	3370654.079
1741	3370638.794
1742	3370600.441
1743	3370582.15
1744	3370572.478
1745	3369499.063
1746	3369300.691
1747	3369292.86
1748	3369257.478
1749	3368766.565
1750	3368754.541
1751	3368647.143
1752	3368645.406
1753	3368564.642
1754	3368556.451
1755	3368473.767
1756	3368089.188
1757	3367785.648
1758	3367776.189
1759	3367260.444
1760	3367094.612
1761	3367035.058
1762	3366987.769
1763	3366957.035
1764	3366914.574
1765	3366768.655
1766	3366337.859
1767	3366287.218
1768	3366065.645
1769	3366050.206
1770	3365912.611
1771	3365907.64
1772	3365777.225
1773	3365520.383
1774	3365231.393
1775	3365133.78
1776	3365125.982
1777	3365055.829
1778	3365053.425
1779	3364889.766
1780	3364881.314
1781	3364861.136
1782	3364652.595
1783	3364649.647
1784	3364608.477
1785	3364601.724
1786	3364485.983
1787	3364404.431
1788	3364387.105
1789	3364354.272
1790	3364326.381
1791	3364195.03
1792	3364104.069
1793	3363361.711
1794	3363180.571
1795	3363139.976
1796	3363084.887
1797	3363039.291
1798	3362606.851
1799	3362588.342
1800	3362584.209
1801	3362578.922
1802	3362497.64
1803	3362481.375
1804	3362162.059
1805	3362114.373
1806	3362104.254
1807	3361913.292
1808	3361764.349
1809	3361736.372
1810	3361297.491
1811	3361178.043
1812	3360853.256
1813	3360829.289
1814	3360768.101
1815	3360503.911
1816	3360310.342
1817	3359980.64
1818	3359935.273
1819	3359700.738
1820	3359682.039
1821	3359546.624
1822	3359511.375
1823	3359162.227
1824	3359140.698
1825	3359034.535
1826	3358905.535
1827	3358696.406
1828	3357794.697
1829	3357754.474
1830	3357695.067
1831	3357385.532
1832	3357299.577
1833	3356897.633
1834	3356791.567
1835	3356589.512
1836	3356268.726
1837	3356236.264
1838	3356224.548
1839	3356191.597
1840	3356187.714
1841	3356179.516
1842	3356171.933
1843	3355954.297
1844	3355735.985
1845	3355690.541
1846	3355662.85
1847	3355466.172
1848	3355432.725
1849	3355315.31
1850	3355313.388
1851	3354990.972
1852	3354984.009
1853	3354939.773
1854	3354825.641
1855	3354687.55
1856	3354680.574
1857	3354611.584
1858	3354604.996
1859	3354587.401
1860	3354572.029
1861	3354556.62
1862	3354548.97
1863	3354026.414
1864	3353956.341
1865	3353813.216
1866	3353797.575
1867	3353762.195
1868	3353621.287
1869	3353006.655
1870	3353005.8
1871	3352880.114
1872	3352814.365
1873	3352793.226
1874	3352676.007
1875	3352535.004
1876	3352517.22
1877	3352142.894
1878	3352072.226
1879	3351867.236
1880	3351371.169
1881	3351247.483
1882	3351091.136
1883	3350863.07
1884	3350833.161
1885	3350742.317
1886	3350694.3
1887	3350597.694
1888	3349596.966
1889	3349213.317
1890	3348379.616
1891	3348278.379
1892	3348275.102
1893	3348178.935
1894	3347977.343
1895	3347940.597
1896	3347730.259
1897	3347386.495
1898	3346913.077
1899	3346912.05
1900	3346744.242
1901	3346327.099
1902	3345915.048
1903	3345490.968
1904	3345478.426
1905	3343852.943
1906	3343645.094
1907	3343623.588
1908	3343565.524
1909	3343515.757
1910	3342361.807
1911	3341176.425
1912	3340851.988
1913	3340834.28
1914	3340825.21
1915	3340753.835
1916	3340628.01
1917	3340572.748
1918	3340458.624
1919	3340389.679
1920	3340284.613
1921	3340215.375
1922	3340014.329
1923	3340009.586
1924	3339945.767
1925	3339928.2
1926	3339783.167
1927	3339752.602
1928	3339705.712
1929	3339439.872
1930	3338869.404
1931	3338738.245
1932	3338564.31
1933	3338396.446
1934	3338348.965
1935	3338242.586
1936	3338113.019
1937	3338100.729
1938	3338063.873
1939	3337252.326
1940	3336875.504
1941	3336640.129
1942	3336181.164
1943	3336097.187
1944	3335997.358
1945	3335935.716
1946	3335801.16
1947	3335794.715
1948	3335379.628
1949	3335149.213
1950	3334835.493
1951	3334357.63
1952	3334247.849
1953	3334091.313
1954	3334045.509
1955	3333903.147
1956	3333710.362
1957	3333550.98
1958	3333507.243
1959	3333159.547
1960	3333107.779
1961	3332993.352
1962	3332919.052
1963	3332607.759
1964	3332410.037
1965	3332405.715
1966	3332404.131
1967	3331779.013
1968	3331691.423
1969	3331583.172
1970	3331484.673
1971	3331304.608
1972	3331295.015
1973	3330860.491
1974	3330780.669
1975	3330458.126
1976	3329706.8
1977	3329639.918
1978	3328693.936
1979	3328531.229
1980	3328507.559
1981	3328150.912
1982	3327591.266
1983	3327129.339
1984	3326896.684
1985	3326849.069
1986	3326502.847
1987	3326484.123
1988	3326037.915
1989	3325961.896
1990	3325490.854
1991	3325466.162
1992	3325385.938
1993	3325382.218
1994	3324898.591
1995	3324866.943
1996	3324844.091
1997	3324374.795
1998	3323977.781
1999	3323653.237
